"Comment","Author","PublishedAt","LikeCount"
"Buildings is beautiful, people are trash...","@-_-8s8.-_-","2024-07-28T06:34:00Z","1"
"The name of the music from <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=2400"">40:00</a> to <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=2820"">47:00</a> ?","@torniketsiramua4052","2024-07-28T06:33:54Z","0"
"Like a freak show","@Schop76","2024-07-28T06:33:41Z","1"
"23-րդ րոպեյի երգը ապուշությիւն էր, կատարողն էլ կոպիտ, տգեղ, հիմար։ Ուրիշ երգչուհի եվ լավ երգ չկա՞ր։","@nmh6124","2024-07-28T06:33:08Z","0"
"on the bridge - freak show🎉 for sure not fashion show.","@piotrg4454","2024-07-28T06:32:53Z","0"
"&quot;One ring to unite them all&quot;","@johnydo5256","2024-07-28T06:32:40Z","0"
"BEST ceremony ever.Thank you France 🇫🇷 👏 🙌 ❤❤❤","@rembo8807","2024-07-28T06:31:53Z","4"
"Afghanistan ❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉","@witakakar4091","2024-07-28T06:31:26Z","0"
"The horse looked good...","@johnydo5256","2024-07-28T06:30:58Z","0"
"Name of the song at <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9420"">2:37:00</a> please?? 🙏🏻🙏🏻","@bogdan3021","2024-07-28T06:29:48Z","0"
"Free Palestine! Solidarity with Algerian team ♥️","@Schop76","2024-07-28T06:28:50Z","0"
"I dont like woke virus.Thank God I wasnt watching yesterday.","@barbarageric7604","2024-07-28T06:27:16Z","1"
"Super big show - well done … <br>I don’t get all those dancers - it’s not a dancing competition, is it? Too much - far too much - not even needed","@tommyrieger2114","2024-07-28T06:24:35Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=1213"">20:13</a>-Can Azərbaycan<br><a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8277"">2:17:57</a>-Canım Türkiyə","@TaranaMANAFOVA-oz5hn","2024-07-28T06:23:47Z","8"
"🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷 Aşk","@user-jf8kl8nc3w","2024-07-28T06:22:39Z","1"
"it seems that it is not a logical decision for every single male man to get married to a non-virgin single female woman .","@khatchshah3697","2024-07-28T06:20:20Z","1"
"We watched ballet in 2014, now we&#39;re watching freaks...","@katemid206","2024-07-28T06:18:20Z","2"
"Σε πιο κομμάτι μπαίνει η Έφη Θώδη;;<br><a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=14040"">3:54:00</a> Ας τους πει κάποιος ότι δεν είναι το Άγιο φως!","@mikasaackerman9520","2024-07-28T06:18:00Z","1"
"That was absolutely amazing.... as it was... And Céline made me cry at the end... Wow","@HungarianGuitarist","2024-07-28T06:16:13Z","0"
"Evil agenda. Blashemy. Decadence. 🤢😥<br><br>Celine Dion. ❤👍","@annas1636","2024-07-28T06:15:54Z","1"
"Olimpic summer games by Disney 😅😅😅😅","@balobrus","2024-07-28T06:14:42Z","0"
"France is ill...","@katemid206","2024-07-28T06:14:28Z","2"
"This is the worst opening program of the Olympic Games so far and everything looks like a promotion of the LGBTQ community. The only thing that was good in the program was the band Gojira and the commentators ruined that with their pointless comments!","@N.Y.213","2024-07-28T06:14:02Z","5"
"To wygląda na koniec Europy...","@evonirks","2024-07-28T06:12:33Z","4"
"Я свободная, вольная и вечна душа. Согласно Вселеннскому Кону свободной воли оглашаю свое намерение. Я запрещаю все планы паразитов на обнуление человечества, разрушение природы. Я запрещаю и говорю свое категорическое нет на все войны, воруженные конфликты которые сейчас происходят на Земле. Я запрещаю все их планы на голод, войну, воруженные конфликты, катаклизмы, применение всех видов оружия против человека в том числе климатического, эпидемии, катастрофы природные и техногенные, цифровое рабство, социальные рейтинги, оцифровку человечества, цифровые деньги и все то, что нарушает волю человека. Утверждаю мир, любовь, созидание, свободу, творчество, процветание на Земле. Так, так да будет так. Свершилось.","@user-qy4uh3ed5n","2024-07-28T06:12:29Z","1"
"Wtf is this? This is supposed to be a sporting event right? Right?","@mattisvider3613","2024-07-28T06:10:24Z","6"
"France is Gay!😂","@HomelanderPasha","2024-07-28T06:08:59Z","4"
"Interesting that no one here is concerned that Russia and Belarus are banned, but the Olympic Committee has no problem at all with allowing Israel to compete. I find that far more disgusting than all the anti-Christian and over-the-top cringe stuff.","@pangorban1","2024-07-28T06:08:53Z","0"
"Seems like lgbt padare to me, not olimpics opening ceremony. Why they all been there? It is sport event, what is the message with all this non sense?","@rutap.3441","2024-07-28T06:08:18Z","0"
"France is doomed... like all of Western Europe....","@onyono5761","2024-07-28T06:08:08Z","1"
"Kudüs, FİLİSTİNİNDİR 🇵🇸","@ahsenoznaneci2336","2024-07-28T06:07:17Z","0"
"🤮🤮🤮🤮🤮","@arnoldistok5615","2024-07-28T06:07:07Z","1"
"This ceremony is the worst one of all opening ceremonies. It’s like abomination. Unacceptable. Totally against the soul of Olympics. I think France is the first Gay country, literally.","@HomelanderPasha","2024-07-28T06:06:21Z","4"
"Pure trash","@kesirok","2024-07-28T06:04:45Z","1"
"So Israel is allowed at Olympics, and Russia is banned?<br>What a hypocrite world we live in 😮","@MsBjuty","2024-07-28T06:03:44Z","1"
"The face of the guy at <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=310"">5:10</a> reminds me so much of some movie, but can&#39;t think of which one for the life of me.","@IntegrativeSystemicCoaching","2024-07-28T06:02:35Z","0"
"Najhorší ceremoniál za posledné roky","@radovan176","2024-07-28T06:02:18Z","3"
"That was just bad. The choreographys where completely out of sink with the music. The wile, woke, unnecessary propaganda was just awful. I am a atheist and it was disgusting even for me. Had nothing to do with sport or competition. It was just awful.","@betaalanin","2024-07-28T06:00:40Z","4"
"Сатанисты!","@user-ud6wc5er9k","2024-07-28T05:57:59Z","1"
"Aš myliu Pracūziją...","@arv_el.","2024-07-28T05:55:46Z","0"
"Cool////","@arv_el.","2024-07-28T05:48:04Z","0"
"I will never buy a French product again! For me and my family, France does not exist. All Christians should boycott anything French.","@PertruT","2024-07-28T05:46:38Z","2"
"Did the Olympic Rings turn into 666?👹 🏳️‍🌈","@pedroalmeida3474","2024-07-28T05:44:08Z","0"
"the level of production and work here is insane, what a great show","@sarivanul","2024-07-28T05:42:31Z","1"
"We want the future so much but we can&#39;t cope with the Present.","@lamanche6964","2024-07-28T05:38:20Z","0"
"I love it ! congratulations france 😍♥️","@ayferarslanbas1790","2024-07-28T05:30:05Z","0"
"To much homosexuality discasting 😢","@zpetro7215","2024-07-28T05:28:33Z","2"
"Disgusting!","@sibinovicivana","2024-07-28T05:28:33Z","2"
"For the satanic opening mess, I will not allow images of the Olympic Games in my house. I will not watch this garbage. This is not sport; it is a gay parade","@PertruT","2024-07-28T05:26:17Z","4"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=3084"">51:24</a> felt so cringeyyy","@yigit_h","2024-07-28T05:22:55Z","0"
"As a christian I Boycott the entire games after this satanic mockery of christianity","@reindervantil2582","2024-07-28T05:22:17Z","1"
"LGBT attacks Christians. This is not a gay parade; these are the Olympic Games. I have been relatively tolerant with this community, but we should no longer be tolerant. This community blasphemes against our God!","@PertruT","2024-07-28T05:21:33Z","4"
"Позорище ! Днище ! Единственные кто молодцы это операторы","@user-qz2eb5gq8g","2024-07-28T05:18:31Z","2"
"Why do you insult God and Christians with blasphemies? France is dead!","@PertruT","2024-07-28T05:17:55Z","1"
"Satanolimpia","@dongo489","2024-07-28T05:08:37Z","4"
"i think in need to go vomit.","@ollukka","2024-07-28T05:05:11Z","0"
"Nimc despre sport, doar globalizare cu teroare, anticrestinism si LGNT","@catalinac5055","2024-07-28T05:03:00Z","0"
"That small kid among those men wearing underwear 🤮🤬","@elia-qw2pg","2024-07-28T05:02:46Z","1"
"🤭🤭🤣🤣🤣🤣shame.  Jesus cries","@palhorvath3928","2024-07-28T04:57:54Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8354"">2:19:14</a> it is the largest European country.<br>80% of Russia is in asia not Europe.","@casper6014","2024-07-28T04:57:38Z","0"
"Why they hate Christianity so much? 😅","@paulina5919","2024-07-28T04:56:38Z","3"
"the Olympic flag is upside down, everything is clear, the world is upside down","@rafasiedlecki929","2024-07-28T04:56:26Z","5"
"This was the most french Olympic opening ever😀.","@tilenjeraj2684","2024-07-28T04:55:58Z","0"
"Once it was about sports competition and uniting nations, today it&#39;s about divisions and propaganda","@rafasiedlecki929","2024-07-28T04:55:12Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9543"">2:39:03</a> i think that this part perfectly describes the current state of mankind","@sancho22pancho","2024-07-28T04:54:18Z","1"
"perverts and their decline, the fall of European civilization","@rafasiedlecki929","2024-07-28T04:53:45Z","4"
"the assasin and darude - sandstorm was only two good things about this whole 4 hours.","@norunaya","2024-07-28T04:51:40Z","0"
"Boycott <br><a href=""https://www.youtube.com/watch?v=CfTYQs8fZvU"">https://youtu.be/CfTYQs8fZvU?feature=shared</a>","@lucia7546","2024-07-28T04:49:36Z","1"
"❤","@bendjizaksigregory","2024-07-28T04:38:46Z","0"
"Это не олимпийские игры,это гей парад","@user-ny2jb8lg3i","2024-07-28T04:30:15Z","2"
"<b><i>Ew</i></b>","@MadKingOfMadaya","2024-07-28T04:20:48Z","3"
"What was the exact last song played? Just after Celin dion?","@MrQmku","2024-07-28T04:16:34Z","0"
"The France 2024 Gay Pride was nice....when will be the 2024 Olympics Opening Ceremony??","@JudgeDredd888","2024-07-28T04:09:24Z","10"
"France, a state of terrorists, Parisistan","@Amedcalisanjose","2024-07-28T04:08:53Z","1"
"Why was it chosen to mock Christians and sacred biblical stories at the ceremony, but not the Prophet Mohammed and the Quran? We all know the answer. Disgusting.","@AlexandraDmitrieva135","2024-07-28T04:02:51Z","3"
"<b><i>Likes and dislikes disabled should tell you something</i></b>","@MadKingOfMadaya","2024-07-28T03:54:38Z","12"
"People here seem to have stood up on their opposite side. Great opening ceremony, take it easy","@Harel_Israel","2024-07-28T03:50:49Z","0"
"<b>CHRIST IS KING</b>","@saitama3626","2024-07-28T03:46:42Z","2"
"Only good thing makes me glad and happy is the return of Celine Dion!!!!","@nurymyeskulov6133","2024-07-28T03:45:28Z","0"
"<b><i>I just pressed randomly on the timeline and I immediately cringed. time stamp was around </i></b><b><i><a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=2640"">44:00</a></i></b><b><i> :(</i></b>","@MadKingOfMadaya","2024-07-28T03:36:12Z","0"
"Freak show","@user-fr5tt6cu4q","2024-07-28T03:30:24Z","1"
"Przebacz nam Boże.","@milenarusiecka5353","2024-07-28T03:29:22Z","1"
"&quot;Evil cannot create anything new, they can only corrupt and ruin what good forces have invented or made.&quot; Europe&#39;s downfall. They had so much to draw from and yet they chose to push agenda on the world. Typical left thing. Now compare this openening to London&#39;s 2012. I bet the Brits are happy seeing how much better they were. Cheers to them!","@Sylw3g","2024-07-28T03:27:19Z","1"
"ISRAEL WILL WIN🇮🇱🇮🇱🇮🇱ISRAEL WILL WIN🇮🇱🇮🇱🇮🇱ISRAEL WILL WIN🇮🇱🇮🇱🇮🇱","@user-in3wh8cs7y","2024-07-28T03:24:20Z","1"
"Korea is One korea. No south or north.","@BC-vl4rn","2024-07-28T03:17:43Z","0"
"This is not about sport anymore but about pushing agendas and mockery.","@JulesVerne1800","2024-07-28T03:17:28Z","3"
"&quot;beautiful&quot; France cleaned up for the competition.... There is dirt, diseases and tents on the streets outside the canaries.  Disappearing Christianity and normality.  Bottom.  The opening of the Olympics is a spectacle for the leftist authorities.  The rite of deviation and mental illness.  He spits on you.","@inertpl","2024-07-28T03:13:04Z","4"
"Okay, these parts were really great, I think:<br><a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=4325"">1:12:05</a> Alexandre Kantorow, the pianist;<br><a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9600"">2:40:00</a> dancers on the flashing dancefloor (the choreography is very cleanly performed and very difficult, lots of effort and really professional dancers here);<br><a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=12765"">3:32:45</a> the Eiffel Tower light show was just stunning;<br><a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=14284"">3:58:04</a> Celine Dione&#39;s performance was amazing;<br><a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9085"">2:31:25</a> not many people will agree with me, but some fashion freaks were really nice here, like this talented ballet guy (but I have really no idea why are they needed on Olympic Ceremony.)<br>Well... that&#39;s all.<br>P.S. I would immediately fire the broadcast director, almost all the cameramen and whoever thought that an allusion to &#39;The Last Supper&#39; was a good idea.","@Valeriy7D0","2024-07-28T03:02:36Z","6"
"Oooo you are French,  that means that you know all the usual French expressions like I surrender?","@Dread-Rock","2024-07-28T03:01:02Z","0"
"My cancer just got cancer","@Ebeeern","2024-07-28T02:48:29Z","1"
"That torch baloon is something I will remember forever.","@stantheman143","2024-07-28T02:47:54Z","4"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=6889"">1:54:49</a> Last supper acted by trans, gay etc. people","@terotahvo6849","2024-07-28T02:45:20Z","1"
"Politics over sportsmanship 👎","@TheYgeth","2024-07-28T02:44:05Z","29"
